SquareFeet,Bedrooms,Bathrooms,Neighborhood,YearBuilt,Price,HouseAge
2769,5,1,Urban,1977,293229.7496609687,49
2433,3,2,Rural,1964,254183.1327470701,62
1948,5,1,Suburb,1950,170122.5980256595,76
1043,2,3,Suburb,1980,125742.34427207628,46
1031,5,3,Rural,2018,152362.97929380325,8
2766,5,1,Rural,1953,266155.4587124225,73
1027,3,3,Urban,1997,70138.3216079057,29
2019,5,3,Urban,1977,241806.07588380808,49
1422,2,3,Rural,2010,184685.31842666143,16
1490,4,2,Rural,2018,230526.9983093697,8
1159,2,3,Urban,2016,101109.30339650845,10
1844,5,2,Rural,1969,229690.24725702888,57
2230,3,1,Suburb,1980,314211.3184532746,46
1017,2,1,Rural,1960,152113.36158293588,66
2126,5,3,Rural,2017,279456.1598377302,9
2605,3,2,Rural,1950,362982.0557060004,76
2654,4,1,Urban,1997,274239.09677232266,29
2674,3,1,Suburb,1974,283242.519669352,52
1671,5,2,Suburb,1994,117667.5036159128,32
1231,3,3,Rural,1952,148251.40266584643,74
2683,5,1,Urban,1953,224891.6817754744,73
2888,3,3,Urban,1952,312997.1617452601,74
1423,3,3,Rural,1984,121423.42516121926,42
1903,3,2,Rural,1999,197607.09987606795,27
1754,5,3,Urban,2013,174622.29512226488,13
2570,3,1,Urban,1990,293358.2332557008,36
1836,5,2,Suburb,1954,258664.47860451823,72
1893,2,3,Rural,2016,153148.75074541077,10
2890,4,2,Urban,1979,289784.6354890679,47
1238,2,2,Urban,1952,223040.33604023544,74
2357,4,2,Suburb,1962,240752.47714730963,64
1148,5,3,Suburb,2015,192399.0093833904,11
1622,2,2,Rural,1988,157985.60441625855,38
2431,4,3,Suburb,1998,206887.16779564988,28
1016,4,2,Rural,1978,49553.23644785032,48
1913,2,3,Suburb,2020,203716.4890033448,6
1225,2,2,Rural,1985,196367.3776312197,41
1651,5,3,Rural,2013,177986.8634832434,13
2679,4,1,Rural,1972,253692.8535537489,54
1259,5,1,Urban,1956,92668.74609399048,70
2752,5,2,Rural,2016,368699.178933726,10
1673,3,1,Urban,2008,95714.3398007112,18
2627,5,3,Suburb,1993,324809.8640163584,33
1173,4,1,Urban,1967,154569.91528239378,59
2866,3,3,Urban,1979,329244.6165292855,47
1204,5,3,Urban,2005,184284.75447632044,21
1414,5,1,Suburb,1959,112148.7648511994,67
2531,4,1,Rural,2001,264282.677733284,25
2176,3,3,Rural,1978,205965.1541342062,48
2126,2,1,Suburb,2019,254955.0608461246,7
2737,2,1,Rural,2018,290742.74454050144,8
1791,3,2,Rural,1970,165941.32702160056,56
2088,3,3,Rural,1953,295789.3551013343,73
2140,3,2,Rural,1955,237189.9373983571,71
2688,3,3,Suburb,2021,356500.2698471331,5
2179,2,1,Rural,1993,227910.57265391608,33
2699,5,3,Rural,2016,338128.435485646,10
2105,4,1,Urban,2014,197580.87069643504,12
1517,2,2,Urban,1986,74024.49845838638,40
2857,4,3,Rural,1976,326317.92011772,50
2090,2,2,Urban,1994,215020.96185939165,32
2261,3,3,Rural,1994,217320.60585662883,32
2607,2,2,Rural,1984,288733.264689934,42
2630,2,1,Urban,1954,346804.1855436589,72
2839,3,3,Rural,1950,290485.49665501365,76
1978,5,2,Urban,1981,162827.8504049509,45
2009,3,1,Suburb,1953,234225.1217322112,73
2349,5,1,Urban,2015,199549.00153794623,11
1589,2,3,Suburb,1999,177897.80704082482,27
1066,2,3,Urban,1995,98092.59486329932,31
2199,4,3,Suburb,2016,260427.90315004103,10
2856,4,2,Rural,1957,336816.02066414594,69
1683,2,1,Rural,1974,198389.06414839328,52
2501,4,1,Urban,1975,267358.0901487627,51
2278,5,3,Rural,2016,193795.3446327476,10
1062,3,1,Urban,2004,131130.95330971625,22
1813,2,1,Rural,1957,200652.7789758484,69
1402,2,3,Rural,1970,131907.449358611,56
2781,4,1,Rural,2014,302664.29163595475,12
1191,2,1,Rural,2011,120352.4616288594,15
2352,2,3,Urban,1987,200275.548591232,39
1070,5,2,Rural,2003,161284.76013952825,23
1877,5,3,Urban,1976,155800.1830805319,50
1740,3,1,Suburb,1955,195802.52815754083,71
1945,2,3,Rural,2016,221335.8750691423,10
2086,4,3,Rural,1965,218136.1250812137,61
2320,3,1,Suburb,2016,254044.5593361211,10
1244,4,1,Urban,2012,165071.62812574024,14
1518,2,2,Urban,1962,227647.4885185148,64
1392,4,2,Urban,1986,204310.2689711345,40
1771,4,1,Urban,1952,154816.91733835335,74
2624,3,2,Rural,1966,326659.4364178994,60
2200,2,2,Suburb,2001,304745.4985824882,25
2227,3,3,Suburb,1990,241789.7411337914,36
2669,2,3,Suburb,1980,399911.25084317673,46
2617,5,2,Suburb,2011,269401.45695829723,15
2556,3,3,Suburb,1999,277804.1717111582,27
1910,2,3,Rural,1960,217308.3930069884,66
2151,5,1,Rural,2011,272702.49056601455,15
2218,5,2,Urban,1967,301514.7533862139,59
2217,5,2,Rural,1960,349636.4980754163,66
1183,3,1,Urban,1968,190870.62594711548,58
1246,5,1,Rural,1966,135290.16466766415,60
2896,2,1,Rural,1961,315920.45855686953,65
2895,3,3,Suburb,2015,331484.99860932725,11
1323,4,1,Urban,1989,222301.1240768056,37
1159,5,1,Urban,2002,217763.9247893708,24
1705,3,1,Urban,1993,169712.95773225828,33
1621,4,1,Urban,1980,183815.96428594383,46
1924,3,3,Urban,1988,152413.33873073178,38
1065,5,2,Rural,1995,169521.41431161345,31
1929,5,1,Suburb,1984,187340.3171621461,42
1253,4,1,Rural,2012,103152.64364086706,14
1282,2,2,Rural,2015,90535.41442339178,11
2083,5,2,Rural,1953,212467.60014639856,73
1117,4,1,Suburb,2002,135749.26201585957,24
1422,5,1,Urban,2008,175897.934647167,18
1555,2,2,Suburb,2015,144645.09558986954,11
2745,4,1,Urban,2005,293633.6494418688,21
1035,2,3,Urban,1985,104122.18296583409,41
1530,5,1,Suburb,2009,232126.53011626523,17
1090,4,1,Suburb,1965,197189.22103314512,61
2324,3,3,Urban,1962,289711.1504881255,64
2747,2,2,Rural,2005,361567.31811402895,21
2940,5,2,Urban,2010,371769.3174352011,16
2942,5,2,Suburb,1956,293047.21361614333,70
2757,2,1,Suburb,1976,285473.08549375454,50
2240,4,2,Rural,2009,273192.4082115976,17
2758,3,3,Rural,2011,401177.90709873335,15
2946,5,3,Urban,1990,342541.5887595701,36
1097,2,1,Urban,1969,138782.0689395181,57
2479,2,2,Urban,1966,226133.8060430472,60
1530,3,2,Urban,2019,91147.92896493051,7
2832,3,3,Urban,1997,264915.81466636143,29
1537,5,2,Urban,1957,145735.55404989456,69
2051,3,3,Rural,1976,257362.4596121584,50
2599,2,1,Urban,1991,286378.5946785231,35
2347,4,3,Rural,1959,243732.2778879015,67
2246,4,2,Suburb,1990,276538.06324198947,36
1079,2,3,Rural,1986,122620.39692886209,40
1562,2,2,Urban,1952,210310.6388897209,74
2481,2,1,Rural,2008,207469.4823713045,18
1613,5,3,Urban,1967,166482.0531064751,59
1175,2,1,Rural,2017,98461.38818063495,9
1521,3,1,Rural,1960,268279.0850792878,66
2772,2,3,Urban,1980,214288.5945241755,46
2480,2,3,Rural,2014,269902.7605349703,12
1422,5,3,Urban,1969,139927.9491593548,57
2123,2,1,Urban,2006,244445.17557141592,20
2913,3,3,Suburb,1971,326748.7248857963,55
2763,3,2,Urban,1982,343402.9004474621,44
2426,3,2,Suburb,1956,200515.3997990281,70
1575,2,2,Suburb,1983,165271.23159754893,43
2403,5,2,Rural,1999,184379.90373743768,27
1530,5,1,Suburb,1994,204248.359953784,32
1331,5,1,Suburb,1996,163984.851968511,30
2341,3,1,Urban,2009,317101.50452222605,17
1652,5,2,Suburb,1978,179193.416039042,48
2560,2,1,Rural,1950,305949.30255089793,76
1739,2,1,Rural,2009,219168.53868774892,17
2112,4,2,Rural,2002,225118.9459172841,24
2627,3,3,Rural,1961,239333.21200943127,65
1510,4,1,Rural,1990,142179.36284934633,36
1041,4,1,Suburb,2010,98792.82093478357,16
1884,3,3,Suburb,1971,83397.66942063888,55
2830,3,1,Urban,1999,296989.2816423344,27
2949,4,2,Rural,1987,356602.46548347134,39
2412,2,3,Rural,1954,251878.6428721633,72
1080,4,1,Suburb,2018,120120.5514762591,8
1401,3,1,Suburb,1987,86084.07754395358,39
1106,2,1,Urban,1988,101368.03070402004,38
2134,4,1,Rural,1975,298297.3763038658,51
2300,4,2,Rural,1954,206029.5561116821,72
2237,4,3,Suburb,1972,173741.7276270409,54
2766,3,2,Urban,1984,357864.26377652324,42
2841,4,2,Urban,2006,297393.5259053357,20
1505,3,1,Rural,2012,169372.94536739725,14
2144,2,1,Urban,1984,329981.09173436207,42
2157,5,1,Suburb,1977,264592.10336816136,49
2841,2,3,Urban,1983,335888.63898346835,43
1719,4,2,Rural,1977,132177.11290553212,49
2985,3,2,Suburb,2013,381888.4010311976,13
2394,4,2,Urban,1964,208303.3245492051,62
1256,2,3,Rural,2012,32546.25987862966,14
2720,5,1,Rural,1997,323270.81174869824,29
2821,5,1,Suburb,1950,316903.9606052107,76
1953,3,3,Urban,1952,246898.16765723168,74
2898,2,3,Suburb,1974,265770.1533226507,52
2203,2,1,Urban,1988,200254.36959546764,38
1932,3,2,Suburb,1958,170926.2956984251,68
2071,3,1,Suburb,1975,305224.56762186193,51
2622,3,3,Suburb,1965,237575.70646250443,61
1896,4,3,Urban,2012,182746.8170459625,14
1018,4,1,Rural,1978,121028.71044101914,48
2069,3,2,Urban,2014,171110.53422585066,12
1450,3,3,Urban,1975,149513.85488075242,51
1897,5,3,Suburb,1980,119030.59279013165,46
2079,5,3,Urban,2010,219788.7561344711,16
1740,4,1,Rural,1951,57766.31581620299,75
2680,5,1,Urban,1961,286611.3674052765,65
2115,3,3,Suburb,1952,171495.55522639112,74
1081,2,1,Suburb,1981,58804.887843674005,45
1736,3,2,Suburb,1963,166505.9343849781,63
1078,5,1,Suburb,1993,95170.13721780723,33
2685,4,3,Urban,1989,358457.61211100407,37
2896,3,2,Urban,1977,263295.74094034685,49
1282,3,1,Urban,1961,162451.03710171665,65
2334,5,3,Urban,2006,182006.9478795436,20
1996,2,3,Urban,1962,201894.15145536413,64
1159,3,2,Rural,1983,114515.405507135,43
2339,4,1,Suburb,1995,274344.3066264472,31
2900,4,1,Urban,2011,318868.6451200992,15
2691,2,1,Urban,1962,263359.68348797207,64
2179,5,1,Rural,1961,240134.3994247308,65
1887,2,2,Rural,2002,259731.336676746,24
2737,4,3,Suburb,1970,261108.4536040084,56
1467,3,3,Rural,2002,162586.07397554905,24
2944,4,3,Suburb,1980,319177.91729768825,46
1852,2,1,Rural,2004,267547.4132948615,22
1461,4,1,Rural,2016,205506.3358795716,10
1853,5,1,Rural,2015,181219.3434698985,11
1116,2,1,Urban,1951,69865.31106822379,75
2689,4,3,Rural,1996,289600.88823858806,30
1363,3,3,Urban,1997,98331.7400451031,29
2866,3,2,Suburb,1975,343054.6483023832,51
2654,2,2,Rural,1960,358668.98195587995,66
2734,3,1,Urban,1992,295012.3136629535,34
2936,2,2,Suburb,1971,320327.6586032837,55
1465,3,3,Suburb,2016,215774.38199222795,10
2798,4,3,Urban,1982,304589.19574082794,44
1183,3,3,Suburb,2014,185690.10338084248,12
2983,4,3,Urban,1999,280706.2698487051,27
1659,2,1,Rural,1959,259571.5884081194,67
2189,3,1,Suburb,1979,283008.23687532265,47
1074,5,2,Urban,1997,191572.38585147,29
2771,5,1,Urban,2008,363699.8483466076,18
1825,5,2,Suburb,1974,221824.91704106817,52
2295,3,3,Urban,1964,267426.75912767183,62
2714,4,2,Rural,2001,212832.84933697432,25
1502,2,1,Rural,2011,182077.84910326125,15
1794,3,1,Urban,2002,208525.09854061,24
2586,2,3,Urban,2007,278988.5098884076,19
1586,2,1,Suburb,1966,227097.1971007263,60
1655,3,3,Rural,1965,125175.84930115732,61
2366,4,1,Rural,1951,261295.72257813107,75
1699,5,3,Urban,1962,185737.98790037548,64
1634,2,2,Urban,2018,217176.0760962534,8
1843,2,2,Urban,2005,245002.5591288642,21
2274,3,3,Urban,1978,326884.5273026461,48
2831,2,2,Suburb,2006,320103.2928731572,20
1834,3,1,Urban,1992,192669.49347265737,34
2153,2,3,Urban,1973,284544.9168432399,53
1763,4,2,Rural,1972,200449.0047590329,54
1357,4,2,Urban,1966,128568.50942109674,60
2967,5,1,Rural,1972,296616.294068741,54
1691,5,2,Urban,2019,179926.01690821414,7
2431,4,2,Suburb,1988,394995.4065101323,38
2884,5,3,Rural,1951,402989.8602685054,75
2518,5,1,Urban,1999,233034.0703580497,27
1621,5,2,Urban,2016,257501.52903015696,10
1481,4,3,Urban,1996,206078.8900386092,30
1979,5,2,Urban,1960,179876.30709963478,66
2873,3,3,Rural,1988,257990.77871373075,38
2101,5,1,Urban,1995,265359.6809680231,31
1977,3,1,Urban,2012,122008.6203546684,14
2537,5,1,Urban,1988,390678.7823754565,38
2344,3,2,Rural,1961,256700.39633245097,65
2811,5,2,Suburb,1953,395830.8955924935,73
1289,3,3,Suburb,2001,94662.631966293,25
2320,5,1,Urban,1955,306115.0386074973,71
2704,3,1,Urban,2004,347836.0657001583,22
1751,4,3,Suburb,1964,222252.68502901687,62
2994,2,3,Suburb,1989,404073.38478559663,37
2498,2,2,Suburb,2001,262864.4630568276,25
1022,4,1,Suburb,1966,158152.7268273817,60
1805,4,2,Rural,2020,184574.3247388916,6
1171,3,3,Urban,1990,172232.6464123666,36
1834,3,1,Suburb,1955,227545.4332706013,71
1317,5,3,Rural,1971,225782.7382501686,55
1907,5,3,Rural,1994,238974.60723833257,32
1797,2,1,Rural,1962,234969.94093966475,64
1990,2,2,Suburb,2018,161859.65931355415,8
1854,3,3,Rural,1953,250313.1457126124,73
2216,3,3,Urban,2016,277464.6905767955,10
1680,4,3,Urban,1973,201895.57133318332,53
1915,3,2,Rural,2004,101584.82788940516,22
2141,5,2,Suburb,2000,317580.5528194821,26
2029,4,2,Suburb,1964,213527.82243806,62
1842,3,1,Suburb,1991,139850.30871280452,35
1482,5,2,Urban,2020,163557.60980048194,6
1131,5,3,Rural,1965,112971.61001773553,61
2116,2,3,Urban,2017,225753.82280889063,9
2786,4,1,Urban,1982,264958.3509676102,44
2545,2,2,Rural,1974,313825.9833084317,52
2586,4,1,Suburb,1953,262138.2778887248,73
1860,4,3,Suburb,1964,224735.41895000968,62
1293,2,2,Urban,1961,88796.79697513179,65
1640,2,1,Suburb,1985,292855.93462823774,41
1999,3,2,Suburb,1989,203344.8792910056,37
1391,4,2,Urban,1951,175643.69015419087,75
1248,3,3,Rural,2021,119233.23509205766,5
2637,4,3,Suburb,2017,332452.18826718046,9
2872,5,3,Urban,2017,392049.42661093536,9
2618,3,1,Rural,1961,313409.47543870384,65
1702,2,1,Suburb,1984,251645.3699986116,42
2440,5,1,Suburb,1984,300224.773472634,42
2166,2,2,Rural,1958,269921.4639286561,68
2260,5,2,Suburb,2005,270229.76631923235,21
1286,5,3,Rural,1979,179622.04162034657,47
1276,3,2,Rural,1986,198355.37965298028,40
1386,2,2,Rural,1985,201445.19944802005,41
2405,3,3,Urban,2003,209639.29631322392,23
1449,5,1,Urban,2009,232070.9163388065,17
1290,4,3,Urban,2019,198037.30296240293,7
2192,4,2,Rural,2017,213128.79921884247,9
1442,5,3,Suburb,2012,156828.65154115792,14
1655,2,2,Rural,1958,246953.00398446448,68
2207,2,3,Urban,1988,309924.3223593031,38
2068,2,2,Rural,2008,201818.59156879724,18
2778,4,2,Rural,1959,356647.51643974235,67
1826,3,3,Rural,1979,206738.6644798496,47
2969,2,2,Rural,1993,344756.47681087133,33
2291,3,2,Rural,2011,304756.25068207143,15
1475,2,2,Rural,1959,186328.3482252177,67
1252,2,3,Rural,2019,208793.15805320203,7
2419,2,1,Rural,1969,321391.7500017121,57
1288,3,1,Suburb,1998,176216.74690399846,28
2235,3,3,Urban,1995,231633.37291307683,31
1999,3,3,Suburb,1995,303575.20102417417,31
2712,5,1,Rural,2014,205839.2857341805,12
1020,4,3,Urban,1983,122165.82236031126,43
1315,5,2,Urban,1998,167342.31056961732,28
1563,4,3,Suburb,1965,140641.05437884858,61
2461,5,1,Urban,1986,288696.3507356919,40
2446,4,2,Rural,1989,302674.0395006481,37
2256,3,1,Urban,1998,265163.0985196388,28
2968,4,1,Suburb,1988,295166.9787659566,38
1122,2,2,Suburb,1997,131868.6941534034,29
1873,3,1,Suburb,1984,132859.88250643262,42
1959,5,1,Suburb,2019,223461.795125324,7
2635,2,1,Rural,1977,343158.808930032,49
1213,2,1,Suburb,1989,166627.3238174469,37
2945,3,3,Rural,1967,334726.9093186788,59
1838,2,1,Urban,1987,229321.00194456047,39
1646,3,3,Suburb,2001,196071.5666951233,25
1967,4,1,Urban,2010,253337.0128830833,16
2853,3,1,Rural,2016,319241.01890039264,10
1729,3,3,Suburb,1996,226897.84609865068,30
1599,5,2,Suburb,1985,131037.3080762414,41
1791,2,2,Suburb,1962,169746.37870031464,64
1039,5,2,Rural,2000,120250.63396801829,26
1751,5,1,Suburb,1964,157863.92378924103,62
2355,5,2,Suburb,1981,307693.2175340268,45
1942,5,1,Suburb,2000,230513.48102660087,26
1647,5,1,Urban,1959,140167.4340599076,67
1181,2,2,Rural,1952,141862.6044193094,74
1264,2,3,Suburb,1978,95423.68406617816,48
1770,2,3,Rural,1964,177807.18899533787,62
2717,5,3,Rural,1958,314725.2056632364,68
2556,2,3,Suburb,1980,327834.1490675625,46
1862,5,2,Suburb,2018,291174.06200877135,8
1431,2,2,Suburb,1952,186980.3883681065,74
2966,2,2,Urban,2021,269342.54797273426,5
2219,2,2,Rural,2002,215518.33955799264,24
2747,2,3,Rural,1962,386844.3801991873,64
1508,3,1,Suburb,1957,70479.09028094658,69
1446,2,2,Urban,1989,83334.6430541376,37
1527,2,2,Urban,2017,213886.04344994825,9
2225,3,3,Suburb,1958,224896.22595286148,68
1874,4,3,Urban,2013,281298.92484890553,13
2753,4,2,Urban,1983,261799.568608618,43
2628,3,1,Suburb,2014,274629.7933431156,12
2156,4,2,Urban,1975,283807.3433695188,51
2162,2,3,Rural,1983,204390.81934900364,43
1668,5,3,Rural,1977,151710.35221768287,49
2516,5,3,Rural,1964,207636.67595652124,62
1846,2,3,Urban,1966,170364.03515391442,60
1069,2,3,Suburb,1960,181112.1209897439,66
1815,4,3,Suburb,1998,223017.2465402949,28
2038,3,2,Rural,1970,290283.38234614866,56
2770,5,1,Urban,1980,327098.3185002464,46
2235,2,1,Urban,1977,252790.1064266525,49
2825,3,3,Rural,1970,257539.2921795716,56
2083,3,2,Suburb,1987,174426.0518072039,39
2275,2,2,Urban,2004,273348.0705069959,22
1445,3,3,Rural,1967,100917.3664761898,59
2025,5,3,Suburb,1973,285900.0967138853,53
2771,5,3,Urban,2013,326230.4616905707,13
2359,3,2,Rural,1991,314325.1826058342,35
1018,2,2,Urban,1987,106539.49298619316,39
1560,3,1,Urban,1988,125229.271485265,38
2101,4,1,Suburb,2020,287935.5459517507,6
1471,2,1,Suburb,1951,161863.32679366838,75
1027,2,1,Urban,2013,111105.00327040508,13
1559,2,1,Suburb,1953,243819.2610988576,73
1607,5,3,Rural,2021,356130.77483519807,5
2188,2,2,Suburb,2002,134868.32064244794,24
1457,2,1,Rural,1990,136448.2269109263,36
1944,5,3,Rural,2020,208161.26189378448,6
2900,5,2,Urban,2018,256193.873016536,8
2199,5,1,Suburb,2021,273428.7826253822,5
2608,2,3,Suburb,2005,240628.69473204785,21
1983,2,1,Rural,1951,190753.1546986667,75
1867,5,1,Suburb,1972,173751.30901504558,54
2015,5,2,Rural,1952,218356.96137370777,74
1028,4,3,Urban,1967,36563.03841303289,59
2979,5,2,Suburb,1996,246298.330834654,30
1668,3,1,Urban,2009,77754.31028987568,17
1825,4,1,Urban,1993,213532.15234998963,33
1815,5,1,Rural,1959,286948.3085411084,67
1278,5,2,Suburb,1956,186425.2135992254,70
1282,5,1,Suburb,1968,171531.6080004951,58
2502,5,3,Suburb,2021,274034.1829367386,5
2002,3,1,Rural,1996,230760.62878549844,30
2542,5,2,Urban,1971,301409.9854496155,55
1304,2,1,Rural,1969,118842.87189727378,57
1693,4,3,Urban,1991,137318.2728978796,35
1108,5,3,Rural,1962,217004.07139614312,64
1323,2,2,Suburb,2013,78465.05232334818,13
2229,3,1,Rural,2001,178756.4151366352,25
2257,4,2,Rural,2008,252291.9219428688,18
2961,5,3,Urban,1950,356475.92504672153,76
1457,4,2,Rural,1982,192439.3862295637,44
2210,5,1,Rural,1973,295983.88556734554,53
2963,3,1,Suburb,2004,321585.61338496004,22
1481,3,3,Suburb,1966,226707.9789441125,60
1921,4,3,Urban,1974,168694.91558516538,52
2430,4,3,Urban,1952,352025.9132330454,74
2864,4,3,Rural,1977,247849.97557910933,49
2532,3,3,Suburb,2013,211109.7448471795,13
2892,2,1,Rural,1989,294449.80392592924,37
1519,4,1,Suburb,2014,201278.1706443108,12
2076,5,1,Urban,2007,281590.57845479413,19
2421,3,2,Urban,1983,181420.1434090637,43
2222,4,2,Suburb,2018,255906.70868753263,8
1390,3,3,Rural,1955,129207.81659895886,71
2672,4,1,Urban,2013,265630.4485828703,13
1770,3,3,Urban,1960,308896.01834762323,66
2869,3,1,Suburb,1969,335682.2758180166,57
1912,4,1,Rural,1966,186212.97471261065,60
2521,5,1,Suburb,1989,289689.74384168483,37
2195,3,1,Urban,1973,139975.4127882258,53
1085,5,1,Rural,1956,84159.9775392726,70
1557,5,1,Rural,1953,163861.30241340658,73
1857,3,1,Suburb,1974,199835.67488503573,52
2209,3,2,Suburb,1992,235002.2860138323,34
2179,3,2,Urban,1989,262995.64602436643,37
2516,5,3,Suburb,1971,277951.2984833913,55
2933,3,1,Rural,1967,323081.6935707585,59
2544,3,3,Suburb,1962,261352.48329801264,64
2650,3,2,Suburb,1987,269812.9132881867,39
1665,3,1,Suburb,2018,207779.05752264065,8
2153,4,2,Suburb,1989,213296.21878960275,37
1842,3,2,Urban,1992,250167.8034125932,34
2104,5,3,Suburb,1956,249765.78919491416,70
2407,5,1,Rural,1953,271209.9057986413,73
2825,2,3,Suburb,1983,413724.98629341007,43
2682,4,1,Rural,2021,236107.0749085283,5
1294,4,1,Suburb,1954,225893.42801380425,72
1268,2,1,Suburb,1996,126762.51864611491,30
1644,5,2,Urban,1969,194108.51370648004,57
2585,5,2,Rural,1983,302122.66938704,43
1534,3,3,Suburb,1969,178766.92961232094,57
2401,2,3,Suburb,2019,237412.77706034388,7
2399,5,3,Rural,1979,250050.1016770473,47
1087,2,2,Rural,2012,189902.259280741,14
1924,2,2,Suburb,2006,188815.5338841713,20
2647,4,1,Urban,2008,293648.30459641706,18
1110,5,1,Urban,1963,27780.99794078665,63
1583,5,3,Rural,1978,213617.46144524644,48
2177,3,1,Suburb,2000,259753.64358436863,26
2486,5,1,Urban,1983,224462.54662943663,43
2592,4,2,Urban,1987,371592.2038227597,39
1768,5,2,Suburb,1982,210261.89233681932,44
2179,3,2,Urban,1968,280590.55132097955,58
2648,5,3,Urban,1998,247787.49483611324,28
2341,2,2,Suburb,1955,283161.87080935825,71
2582,4,3,Suburb,1979,256709.8915095084,47
1237,3,1,Urban,1989,119227.03539802304,37
1333,3,1,Urban,1971,118705.79659469383,55
1105,2,1,Rural,1956,138393.65267700446,70
2505,4,1,Urban,1976,327376.0790573512,50
2722,5,2,Urban,1954,347832.9893851923,72
2694,4,1,Suburb,2021,273651.87552720186,5
2733,4,2,Suburb,2000,242888.67902128087,26
1381,4,1,Urban,2019,106776.83131909143,7
1688,4,1,Urban,2006,207906.96132286312,20
1260,4,2,Urban,1982,104713.45429462095,44
2822,4,3,Urban,1979,302536.27856458386,47
2316,2,2,Rural,2005,293955.0270933893,21
2358,3,3,Rural,1958,211366.1710956743,68
1654,2,2,Rural,2010,261169.2762210932,16
1819,5,3,Rural,1950,248923.5769601264,76
1708,3,3,Rural,1961,176146.8461968171,65
1475,3,2,Rural,1973,185544.3655876516,53
2248,5,3,Rural,1973,293182.1139527989,53
1906,3,2,Suburb,1995,263760.87842560693,31
1554,5,3,Urban,1977,107604.50475138158,49
2477,4,1,Suburb,2021,283293.14769790805,5
1662,4,1,Rural,1993,155619.1584293163,33
2319,3,1,Urban,1962,320388.55753953435,64
1574,3,2,Rural,1966,165597.66063443938,60
1641,4,3,Urban,1977,235282.7954606268,49
2790,4,1,Urban,1960,397090.5895782656,66
1462,5,2,Suburb,1980,102001.74342070124,46
1854,3,2,Urban,1991,219636.6322532248,35
2237,3,3,Suburb,2012,317752.55509712425,14
1584,2,2,Rural,2009,207476.3174343076,17
1942,4,2,Suburb,2015,295681.17353173223,11
1615,4,3,Rural,2010,184938.2581741793,16
1157,3,1,Urban,1977,179253.6223439225,49
1271,2,3,Urban,2001,242820.4450189017,25
2850,5,1,Urban,1956,332060.54796017846,70
2261,5,1,Suburb,2013,363423.19287770765,13
2326,4,1,Rural,1990,248002.84430400783,36
2907,2,1,Rural,1957,306197.8421043968,69
1669,2,2,Urban,1995,173041.60469183762,31
1620,5,1,Rural,1999,231643.12208418112,27
1520,4,2,Urban,1987,153917.00340996138,39
2344,3,3,Suburb,1988,296360.303117792,38
1058,2,1,Urban,2019,74784.7490412205,7
2381,3,1,Urban,1980,298125.3728298528,46
1703,4,1,Rural,1998,216609.20542324425,28
1647,5,1,Suburb,1953,239754.24036932463,73
2274,2,1,Suburb,1974,136977.03231207904,52
1890,3,3,Suburb,1985,181055.4710261104,41
1435,2,1,Urban,1981,227674.25873924687,45
1145,2,3,Rural,1990,65310.46487727741,36
1858,2,3,Suburb,1955,216134.9663592915,71
1977,4,3,Urban,1961,247740.63587921672,65
2375,3,2,Urban,1952,251107.92883343063,74
2593,2,2,Rural,1966,282573.36301956355,60
2712,3,1,Urban,1992,236292.8198965652,34
2823,4,3,Urban,1973,319933.9972774805,53
1244,2,3,Rural,2000,128030.48738633584,26
2583,2,1,Urban,2017,311442.47297092684,9
1300,2,1,Urban,1982,198868.0441419592,44
1437,3,3,Urban,1995,148793.95735083724,31
1867,3,2,Suburb,1989,233242.41599852333,37
1099,2,3,Suburb,2007,132972.9762493074,19
1724,3,1,Urban,1968,136345.67631441582,58
1813,3,3,Urban,1957,189774.7379181141,69
1479,2,1,Urban,1960,122178.36392834743,66
1414,2,2,Rural,1970,177998.26084968093,56
1164,5,3,Suburb,1955,102119.06027001944,71
2935,5,1,Urban,1966,327366.2706347419,60
2965,2,3,Rural,2011,350213.34028711234,15
2661,4,2,Rural,2015,244397.1257259425,11
2325,2,3,Urban,2021,318531.5437492604,5
1973,2,1,Suburb,2016,292286.90384863643,10
2144,2,1,Rural,1962,172080.1769995824,64
1087,2,3,Urban,1978,109169.44051884935,48
2240,2,3,Urban,1985,212590.5423255836,41
1572,2,1,Suburb,1965,176418.42745864042,61
1813,2,1,Suburb,1950,159775.24433207742,76
1178,2,3,Urban,2021,186651.6557258216,5
2725,5,2,Rural,2012,275011.24066303484,14
1162,5,1,Suburb,1997,188456.5545468165,29
1592,5,2,Urban,1999,165903.7659396868,27
2005,4,2,Suburb,1951,287836.82367038174,75
2193,3,2,Rural,1993,280122.99011125905,33
1300,4,1,Suburb,1986,125618.7971213074,40
1373,4,2,Rural,1992,194297.7272036337,34
1707,2,3,Rural,1976,140854.70135436533,50
1202,5,3,Urban,1959,197367.25065565133,67
1046,2,3,Urban,1997,109955.01471116648,29
1462,2,1,Rural,1996,154855.25749809283,30
2693,5,2,Urban,1985,270287.8644928432,41
1407,2,3,Rural,2002,209633.341262068,24
2217,3,2,Urban,2021,298581.4154113688,5
1426,3,1,Rural,1954,118484.05100453396,72
1929,4,3,Rural,1955,148009.22366127252,71
2814,5,1,Urban,1976,277596.4852104233,50
1316,3,2,Urban,1997,162665.19792758845,29
2502,4,2,Urban,1959,219443.2749461424,67
